Team,Conference,Conference_Tier,Latitude,Longitude,City,State,Conf_Avg_NET,Conf_Tournament_Rate,Conf_Tourney_Teams_5yr,Conf_Avg_Tournament_Rate_5yr,Conf_Strength_Score,NET Rank,NET_Rank,Win_Pct,Season,RecordID,Conf_Tier_4,BidRate_Pct,Best_NET_Score,Avg_Q1_Wins,Avg_SOS,Tournament_Bids_2026,Total_Bids_5yr,BidRate_5yr_Pct,Tier_Norm_Strength,Tier_Norm_BidRate,Tier_Norm_Q1Wins,Tier_Norm_BestNET,Tier_Norm_Composite,Composite_Raw,Tier_Rank,Tier_Rank_Score,Tier_Strength_Rank,Strength_Amplified,Strength_Multiplied
Southern Utah,WAC,Low-Major,37.6748541,-113.0731048,351,,181.4,0.143,2,0.045,48.17,272,272,0.2413793103448276,2025-26,2025-26-Southern Utah,Mid-Major,14.3,75.71,0.0,164.1,1,2,4.5,52.57,86.75,0.0,56.31,72.0,52.14,4,50.0,2,1302.0,4817.0
Navy,Patriot,Low-Major,38.9819343,-76.4821709,121,,280.7,0.1,5,0.1538,19.8,136,136,0.7741935483870968,2025-26,2025-26-Navy,Low-Major,10.0,61.14,0.0,311.1,1,5,15.38,36.24,47.92,0.0,60.97,51.52,36.21,9,42.86,11,1459.0,1980.0
Kansas City,Summit League,Low-Major,39.1068471,-94.561009,1750,,238.9,0.111,3,0.0786,31.74,358,358,0.035714286,2025-26,2025-26-Kansas City,Low-Major,11.1,70.57,0.0,238.6,1,3,7.86,66.41,70.83,0.0,77.07,81.54,53.49,4,78.57,6,2653.0,3174.0
Boise St.,Mountain West,Mid-Major,43.6032821,-116.19941,West Rockney Street,,113.7,0.083,17,0.3812,67.51,60,60,0.6333333333333333,2025-26,2025-26-Boise St.,High-Major,8.3,92.57,1.92,87.8,1,17,38.12,100.0,3.47,100.0,48.7,75.95,55.95,2,66.67,1,1356.0,6751.0
Maine,America East,Low-Major,44.9015188,-68.6617222,168,,310.9,0.111,5,0.1314,11.17,339,339,0.2258064516129032,2025-26,2025-26-Maine,Low-Major,11.1,44.0,0.0,313.4,1,5,13.14,14.43,70.83,0.0,31.71,47.72,34.02,10,35.71,13,596.0,1117.0
Kansas St.,Big 12,Power,32.0033129,-102.0884082,Grafaland,,48.9,0.5,25,0.557,86.03,100,100,0.375,2025-26,2025-26-Kansas St.,Power,50.0,99.14,5.62,30.3,8,25,55.7,88.23,64.49,100.0,77.82,89.06,80.78,2,75.0,2,557.0,8603.0
Wofford,SoCon,Low-Major,34.9587,-81.9348,Spartanburg,SC,248.3,0.1,1,0.0222,29.06,245,245,0.5666666666666667,2025-26,2025-26-Wofford,Low-Major,10.0,60.29,0.0,291.6,1,1,2.22,59.64,47.92,0.0,59.52,59.15,40.6,7,57.14,7,2385.0,2906.0
Army West Point,Patriot,Low-Major,41.3926455,-73.9599242,845,,280.7,0.1,5,0.1538,19.8,336,336,0.3,2025-26,2025-26-Army West Point,Low-Major,10.0,61.14,0.0,311.1,1,5,15.38,36.24,47.92,0.0,60.97,51.52,36.21,9,42.86,11,1459.0,1980.0
South Carolina,SEC,Power,33.9928841,-81.0268676,Assembly Street,,46.4,0.625,34,0.5916,86.74,108,108,0.40625,2025-26,2025-26-South Carolina,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
SMU,ACC,Power,32.8418011,-96.7815281,6425,,62.0,0.444,19,0.3154,82.29,37,37,0.6060606060606061,2025-26,2025-26-SMU,Power,44.4,99.71,4.5,53.8,8,19,31.54,26.2,48.58,67.44,100.0,65.16,59.1,4,25.0,4,183.0,8229.0
Austin Peay,ASUN,Low-Major,36.5342965,-87.3543085,601,,259.9,0.083,4,0.0816,25.74,164,164,0.6896551724137931,2025-26,2025-26-Austin Peay,Low-Major,8.3,53.14,0.0,236.8,1,4,8.16,51.25,12.5,0.0,47.31,30.47,24.09,13,14.29,8,2053.0,2574.0
Marquette,Big East,Power,43.0374344,-87.9294774,1250,,67.5,0.273,19,0.487,80.71,93,93,0.375,2025-26,2025-26-Marquette,Power,27.3,97.14,2.18,66.5,3,19,48.7,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,5,25.0,8071.0
Mount St. Mary's,MAAC,Low-Major,39.6805605,-77.3465509,16300,,262.2,0.077,3,0.075,25.09,281,281,0.4516129032258064,2025-26,2025-26-Mount St. Mary's,Low-Major,7.7,48.57,0.0,313.5,1,3,7.5,49.61,0.0,0.0,39.51,19.58,17.82,14,7.14,9,1988.0,2509.0
